"datekey","Date","Year","Day","Month Name","Month","MonthNr","Quarter"
20191231,2019-12-31,"2019",Tuesday,December,Dec,12,4
20200101,2020-01-01,"2020",Wednesday,January,Jan,1,1
20200102,2020-01-02,"2020",Thursday,January,Jan,1,1
20200103,2020-01-03,"2020",Friday,January,Jan,1,1
20200104,2020-01-04,"2020",Saturday,January,Jan,1,1
20200105,2020-01-05,"2020",Sunday,January,Jan,1,1
20200106,2020-01-06,"2020",Monday,January,Jan,1,1
20200107,2020-01-07,"2020",Tuesday,January,Jan,1,1
20200108,2020-01-08,"2020",Wednesday,January,Jan,1,1
20200109,2020-01-09,"2020",Thursday,January,Jan,1,1
20200110,2020-01-10,"2020",Friday,January,Jan,1,1
20200111,2020-01-11,"2020",Saturday,January,Jan,1,1
20200112,2020-01-12,"2020",Sunday,January,Jan,1,1
20200113,2020-01-13,"2020",Monday,January,Jan,1,1
20200114,2020-01-14,"2020",Tuesday,January,Jan,1,1
20200115,2020-01-15,"2020",Wednesday,January,Jan,1,1
20200116,2020-01-16,"2020",Thursday,January,Jan,1,1
20200117,2020-01-17,"2020",Friday,January,Jan,1,1
20200118,2020-01-18,"2020",Saturday,January,Jan,1,1
20200119,2020-01-19,"2020",Sunday,January,Jan,1,1
20200120,2020-01-20,"2020",Monday,January,Jan,1,1
20200121,2020-01-21,"2020",Tuesday,January,Jan,1,1
20200122,2020-01-22,"2020",Wednesday,January,Jan,1,1
20200123,2020-01-23,"2020",Thursday,January,Jan,1,1
20200124,2020-01-24,"2020",Friday,January,Jan,1,1
20200125,2020-01-25,"2020",Saturday,January,Jan,1,1
20200126,2020-01-26,"2020",Sunday,January,Jan,1,1
20200127,2020-01-27,"2020",Monday,January,Jan,1,1
20200128,2020-01-28,"2020",Tuesday,January,Jan,1,1
20200129,2020-01-29,"2020",Wednesday,January,Jan,1,1
20200130,2020-01-30,"2020",Thursday,January,Jan,1,1
20200131,2020-01-31,"2020",Friday,January,Jan,1,1
20200201,2020-02-01,"2020",Saturday,February,Feb,2,1
20200202,2020-02-02,"2020",Sunday,February,Feb,2,1
20200203,2020-02-03,"2020",Monday,February,Feb,2,1
20200204,2020-02-04,"2020",Tuesday,February,Feb,2,1
20200205,2020-02-05,"2020",Wednesday,February,Feb,2,1
20200206,2020-02-06,"2020",Thursday,February,Feb,2,1
20200207,2020-02-07,"2020",Friday,February,Feb,2,1
20200208,2020-02-08,"2020",Saturday,February,Feb,2,1
20200209,2020-02-09,"2020",Sunday,February,Feb,2,1
20200210,2020-02-10,"2020",Monday,February,Feb,2,1
20200211,2020-02-11,"2020",Tuesday,February,Feb,2,1
20200212,2020-02-12,"2020",Wednesday,February,Feb,2,1
20200213,2020-02-13,"2020",Thursday,February,Feb,2,1
20200214,2020-02-14,"2020",Friday,February,Feb,2,1
20200215,2020-02-15,"2020",Saturday,February,Feb,2,1
20200216,2020-02-16,"2020",Sunday,February,Feb,2,1
20200217,2020-02-17,"2020",Monday,February,Feb,2,1
20200218,2020-02-18,"2020",Tuesday,February,Feb,2,1
20200219,2020-02-19,"2020",Wednesday,February,Feb,2,1
20200220,2020-02-20,"2020",Thursday,February,Feb,2,1
20200221,2020-02-21,"2020",Friday,February,Feb,2,1
20200222,2020-02-22,"2020",Saturday,February,Feb,2,1
20200223,2020-02-23,"2020",Sunday,February,Feb,2,1
20200224,2020-02-24,"2020",Monday,February,Feb,2,1
20200225,2020-02-25,"2020",Tuesday,February,Feb,2,1
20200226,2020-02-26,"2020",Wednesday,February,Feb,2,1
20200227,2020-02-27,"2020",Thursday,February,Feb,2,1
20200228,2020-02-28,"2020",Friday,February,Feb,2,1
20200229,2020-02-29,"2020",Saturday,February,Feb,2,1
20200301,2020-03-01,"2020",Sunday,March,Mar,3,1
20200302,2020-03-02,"2020",Monday,March,Mar,3,1
20200303,2020-03-03,"2020",Tuesday,March,Mar,3,1
20200304,2020-03-04,"2020",Wednesday,March,Mar,3,1
20200305,2020-03-05,"2020",Thursday,March,Mar,3,1
20200306,2020-03-06,"2020",Friday,March,Mar,3,1
20200307,2020-03-07,"2020",Saturday,March,Mar,3,1
20200308,2020-03-08,"2020",Sunday,March,Mar,3,1
20200309,2020-03-09,"2020",Monday,March,Mar,3,1
20200310,2020-03-10,"2020",Tuesday,March,Mar,3,1
20200311,2020-03-11,"2020",Wednesday,March,Mar,3,1
20200312,2020-03-12,"2020",Thursday,March,Mar,3,1
20200313,2020-03-13,"2020",Friday,March,Mar,3,1
20200314,2020-03-14,"2020",Saturday,March,Mar,3,1
20200315,2020-03-15,"2020",Sunday,March,Mar,3,1
20200316,2020-03-16,"2020",Monday,March,Mar,3,1
20200317,2020-03-17,"2020",Tuesday,March,Mar,3,1
20200318,2020-03-18,"2020",Wednesday,March,Mar,3,1
20200319,2020-03-19,"2020",Thursday,March,Mar,3,1
20200320,2020-03-20,"2020",Friday,March,Mar,3,1
20200321,2020-03-21,"2020",Saturday,March,Mar,3,1
20200322,2020-03-22,"2020",Sunday,March,Mar,3,1
20200323,2020-03-23,"2020",Monday,March,Mar,3,1
20200324,2020-03-24,"2020",Tuesday,March,Mar,3,1
20200325,2020-03-25,"2020",Wednesday,March,Mar,3,1
20200326,2020-03-26,"2020",Thursday,March,Mar,3,1
20200327,2020-03-27,"2020",Friday,March,Mar,3,1
20200328,2020-03-28,"2020",Saturday,March,Mar,3,1
20200329,2020-03-29,"2020",Sunday,March,Mar,3,1
20200330,2020-03-30,"2020",Monday,March,Mar,3,1
20200331,2020-03-31,"2020",Tuesday,March,Mar,3,1
20200401,2020-04-01,"2020",Wednesday,April,Apr,4,2
20200402,2020-04-02,"2020",Thursday,April,Apr,4,2
20200403,2020-04-03,"2020",Friday,April,Apr,4,2
20200404,2020-04-04,"2020",Saturday,April,Apr,4,2
20200405,2020-04-05,"2020",Sunday,April,Apr,4,2
20200406,2020-04-06,"2020",Monday,April,Apr,4,2
20200407,2020-04-07,"2020",Tuesday,April,Apr,4,2
20200408,2020-04-08,"2020",Wednesday,April,Apr,4,2
20200409,2020-04-09,"2020",Thursday,April,Apr,4,2
20200410,2020-04-10,"2020",Friday,April,Apr,4,2
20200411,2020-04-11,"2020",Saturday,April,Apr,4,2
20200412,2020-04-12,"2020",Sunday,April,Apr,4,2
20200413,2020-04-13,"2020",Monday,April,Apr,4,2
20200414,2020-04-14,"2020",Tuesday,April,Apr,4,2
20200415,2020-04-15,"2020",Wednesday,April,Apr,4,2
20200416,2020-04-16,"2020",Thursday,April,Apr,4,2
20200417,2020-04-17,"2020",Friday,April,Apr,4,2
20200418,2020-04-18,"2020",Saturday,April,Apr,4,2
20200419,2020-04-19,"2020",Sunday,April,Apr,4,2
20200420,2020-04-20,"2020",Monday,April,Apr,4,2
20200421,2020-04-21,"2020",Tuesday,April,Apr,4,2
20200422,2020-04-22,"2020",Wednesday,April,Apr,4,2
20200423,2020-04-23,"2020",Thursday,April,Apr,4,2
20200424,2020-04-24,"2020",Friday,April,Apr,4,2
20200425,2020-04-25,"2020",Saturday,April,Apr,4,2
20200426,2020-04-26,"2020",Sunday,April,Apr,4,2
20200427,2020-04-27,"2020",Monday,April,Apr,4,2
20200428,2020-04-28,"2020",Tuesday,April,Apr,4,2
20200429,2020-04-29,"2020",Wednesday,April,Apr,4,2
20200430,2020-04-30,"2020",Thursday,April,Apr,4,2
20200501,2020-05-01,"2020",Friday,May,May,5,2
20200502,2020-05-02,"2020",Saturday,May,May,5,2
20200503,2020-05-03,"2020",Sunday,May,May,5,2
20200504,2020-05-04,"2020",Monday,May,May,5,2
20200505,2020-05-05,"2020",Tuesday,May,May,5,2
20200506,2020-05-06,"2020",Wednesday,May,May,5,2
20200507,2020-05-07,"2020",Thursday,May,May,5,2
20200508,2020-05-08,"2020",Friday,May,May,5,2
20200509,2020-05-09,"2020",Saturday,May,May,5,2
20200510,2020-05-10,"2020",Sunday,May,May,5,2
20200511,2020-05-11,"2020",Monday,May,May,5,2
20200512,2020-05-12,"2020",Tuesday,May,May,5,2
20200513,2020-05-13,"2020",Wednesday,May,May,5,2
20200514,2020-05-14,"2020",Thursday,May,May,5,2
20200515,2020-05-15,"2020",Friday,May,May,5,2
20200516,2020-05-16,"2020",Saturday,May,May,5,2
20200517,2020-05-17,"2020",Sunday,May,May,5,2
20200518,2020-05-18,"2020",Monday,May,May,5,2
20200519,2020-05-19,"2020",Tuesday,May,May,5,2
20200520,2020-05-20,"2020",Wednesday,May,May,5,2
20200521,2020-05-21,"2020",Thursday,May,May,5,2
20200522,2020-05-22,"2020",Friday,May,May,5,2
20200523,2020-05-23,"2020",Saturday,May,May,5,2
20200524,2020-05-24,"2020",Sunday,May,May,5,2
20200525,2020-05-25,"2020",Monday,May,May,5,2
20200526,2020-05-26,"2020",Tuesday,May,May,5,2
20200527,2020-05-27,"2020",Wednesday,May,May,5,2
20200528,2020-05-28,"2020",Thursday,May,May,5,2
20200529,2020-05-29,"2020",Friday,May,May,5,2
20200530,2020-05-30,"2020",Saturday,May,May,5,2
20200531,2020-05-31,"2020",Sunday,May,May,5,2
20200601,2020-06-01,"2020",Monday,June,Jun,6,2
20200602,2020-06-02,"2020",Tuesday,June,Jun,6,2
20200603,2020-06-03,"2020",Wednesday,June,Jun,6,2
20200604,2020-06-04,"2020",Thursday,June,Jun,6,2
20200605,2020-06-05,"2020",Friday,June,Jun,6,2
20200606,2020-06-06,"2020",Saturday,June,Jun,6,2
20200607,2020-06-07,"2020",Sunday,June,Jun,6,2
20200608,2020-06-08,"2020",Monday,June,Jun,6,2
20200609,2020-06-09,"2020",Tuesday,June,Jun,6,2
20200610,2020-06-10,"2020",Wednesday,June,Jun,6,2
20200611,2020-06-11,"2020",Thursday,June,Jun,6,2
20200612,2020-06-12,"2020",Friday,June,Jun,6,2
20200613,2020-06-13,"2020",Saturday,June,Jun,6,2
20200614,2020-06-14,"2020",Sunday,June,Jun,6,2
20200615,2020-06-15,"2020",Monday,June,Jun,6,2
20200616,2020-06-16,"2020",Tuesday,June,Jun,6,2
20200617,2020-06-17,"2020",Wednesday,June,Jun,6,2
20200618,2020-06-18,"2020",Thursday,June,Jun,6,2
20200619,2020-06-19,"2020",Friday,June,Jun,6,2
20200620,2020-06-20,"2020",Saturday,June,Jun,6,2
20200621,2020-06-21,"2020",Sunday,June,Jun,6,2
20200622,2020-06-22,"2020",Monday,June,Jun,6,2
20200623,2020-06-23,"2020",Tuesday,June,Jun,6,2
20200624,2020-06-24,"2020",Wednesday,June,Jun,6,2
20200625,2020-06-25,"2020",Thursday,June,Jun,6,2
20200626,2020-06-26,"2020",Friday,June,Jun,6,2
20200627,2020-06-27,"2020",Saturday,June,Jun,6,2
20200628,2020-06-28,"2020",Sunday,June,Jun,6,2
20200629,2020-06-29,"2020",Monday,June,Jun,6,2
20200630,2020-06-30,"2020",Tuesday,June,Jun,6,2
20200701,2020-07-01,"2020",Wednesday,July,Jul,7,3
20200702,2020-07-02,"2020",Thursday,July,Jul,7,3
20200703,2020-07-03,"2020",Friday,July,Jul,7,3
20200704,2020-07-04,"2020",Saturday,July,Jul,7,3
20200705,2020-07-05,"2020",Sunday,July,Jul,7,3
20200706,2020-07-06,"2020",Monday,July,Jul,7,3
20200707,2020-07-07,"2020",Tuesday,July,Jul,7,3
20200708,2020-07-08,"2020",Wednesday,July,Jul,7,3
20200709,2020-07-09,"2020",Thursday,July,Jul,7,3
20200710,2020-07-10,"2020",Friday,July,Jul,7,3
20200711,2020-07-11,"2020",Saturday,July,Jul,7,3
20200712,2020-07-12,"2020",Sunday,July,Jul,7,3
20200713,2020-07-13,"2020",Monday,July,Jul,7,3
20200714,2020-07-14,"2020",Tuesday,July,Jul,7,3
20200715,2020-07-15,"2020",Wednesday,July,Jul,7,3
20200716,2020-07-16,"2020",Thursday,July,Jul,7,3
20200717,2020-07-17,"2020",Friday,July,Jul,7,3
20200718,2020-07-18,"2020",Saturday,July,Jul,7,3
20200719,2020-07-19,"2020",Sunday,July,Jul,7,3
20200720,2020-07-20,"2020",Monday,July,Jul,7,3
20200721,2020-07-21,"2020",Tuesday,July,Jul,7,3
20200722,2020-07-22,"2020",Wednesday,July,Jul,7,3
20200723,2020-07-23,"2020",Thursday,July,Jul,7,3
20200724,2020-07-24,"2020",Friday,July,Jul,7,3
20200725,2020-07-25,"2020",Saturday,July,Jul,7,3
20200726,2020-07-26,"2020",Sunday,July,Jul,7,3
20200727,2020-07-27,"2020",Monday,July,Jul,7,3
20200728,2020-07-28,"2020",Tuesday,July,Jul,7,3
20200729,2020-07-29,"2020",Wednesday,July,Jul,7,3
20200730,2020-07-30,"2020",Thursday,July,Jul,7,3
20200731,2020-07-31,"2020",Friday,July,Jul,7,3
20200801,2020-08-01,"2020",Saturday,August,Aug,8,3
20200802,2020-08-02,"2020",Sunday,August,Aug,8,3
20200803,2020-08-03,"2020",Monday,August,Aug,8,3
20200804,2020-08-04,"2020",Tuesday,August,Aug,8,3
20200805,2020-08-05,"2020",Wednesday,August,Aug,8,3
20200806,2020-08-06,"2020",Thursday,August,Aug,8,3
20200807,2020-08-07,"2020",Friday,August,Aug,8,3
20200808,2020-08-08,"2020",Saturday,August,Aug,8,3
20200809,2020-08-09,"2020",Sunday,August,Aug,8,3
20200810,2020-08-10,"2020",Monday,August,Aug,8,3
20200811,2020-08-11,"2020",Tuesday,August,Aug,8,3
20200812,2020-08-12,"2020",Wednesday,August,Aug,8,3
20200813,2020-08-13,"2020",Thursday,August,Aug,8,3
20200814,2020-08-14,"2020",Friday,August,Aug,8,3
20200815,2020-08-15,"2020",Saturday,August,Aug,8,3
20200816,2020-08-16,"2020",Sunday,August,Aug,8,3
20200817,2020-08-17,"2020",Monday,August,Aug,8,3
20200818,2020-08-18,"2020",Tuesday,August,Aug,8,3
20200819,2020-08-19,"2020",Wednesday,August,Aug,8,3
20200820,2020-08-20,"2020",Thursday,August,Aug,8,3
20200821,2020-08-21,"2020",Friday,August,Aug,8,3
20200822,2020-08-22,"2020",Saturday,August,Aug,8,3
20200823,2020-08-23,"2020",Sunday,August,Aug,8,3
20200824,2020-08-24,"2020",Monday,August,Aug,8,3
20200825,2020-08-25,"2020",Tuesday,August,Aug,8,3
20200826,2020-08-26,"2020",Wednesday,August,Aug,8,3
20200827,2020-08-27,"2020",Thursday,August,Aug,8,3
20200828,2020-08-28,"2020",Friday,August,Aug,8,3
20200829,2020-08-29,"2020",Saturday,August,Aug,8,3
20200830,2020-08-30,"2020",Sunday,August,Aug,8,3
20200831,2020-08-31,"2020",Monday,August,Aug,8,3
20200901,2020-09-01,"2020",Tuesday,September,Sep,9,3
20200902,2020-09-02,"2020",Wednesday,September,Sep,9,3
20200903,2020-09-03,"2020",Thursday,September,Sep,9,3
20200904,2020-09-04,"2020",Friday,September,Sep,9,3
20200905,2020-09-05,"2020",Saturday,September,Sep,9,3
20200906,2020-09-06,"2020",Sunday,September,Sep,9,3
20200907,2020-09-07,"2020",Monday,September,Sep,9,3
20200908,2020-09-08,"2020",Tuesday,September,Sep,9,3
20200909,2020-09-09,"2020",Wednesday,September,Sep,9,3
20200910,2020-09-10,"2020",Thursday,September,Sep,9,3
20200911,2020-09-11,"2020",Friday,September,Sep,9,3
20200912,2020-09-12,"2020",Saturday,September,Sep,9,3
20200913,2020-09-13,"2020",Sunday,September,Sep,9,3
20200914,2020-09-14,"2020",Monday,September,Sep,9,3
20200915,2020-09-15,"2020",Tuesday,September,Sep,9,3
20200916,2020-09-16,"2020",Wednesday,September,Sep,9,3
20200917,2020-09-17,"2020",Thursday,September,Sep,9,3
20200918,2020-09-18,"2020",Friday,September,Sep,9,3
20200919,2020-09-19,"2020",Saturday,September,Sep,9,3
20200920,2020-09-20,"2020",Sunday,September,Sep,9,3
20200921,2020-09-21,"2020",Monday,September,Sep,9,3
20200922,2020-09-22,"2020",Tuesday,September,Sep,9,3
20200923,2020-09-23,"2020",Wednesday,September,Sep,9,3
20200924,2020-09-24,"2020",Thursday,September,Sep,9,3
20200925,2020-09-25,"2020",Friday,September,Sep,9,3
20200926,2020-09-26,"2020",Saturday,September,Sep,9,3
20200927,2020-09-27,"2020",Sunday,September,Sep,9,3
20200928,2020-09-28,"2020",Monday,September,Sep,9,3
20200929,2020-09-29,"2020",Tuesday,September,Sep,9,3
20200930,2020-09-30,"2020",Wednesday,September,Sep,9,3
20201001,2020-10-01,"2020",Thursday,October,Oct,10,4
20201002,2020-10-02,"2020",Friday,October,Oct,10,4
20201003,2020-10-03,"2020",Saturday,October,Oct,10,4
20201004,2020-10-04,"2020",Sunday,October,Oct,10,4
20201005,2020-10-05,"2020",Monday,October,Oct,10,4
20201006,2020-10-06,"2020",Tuesday,October,Oct,10,4
20201007,2020-10-07,"2020",Wednesday,October,Oct,10,4
20201008,2020-10-08,"2020",Thursday,October,Oct,10,4
20201009,2020-10-09,"2020",Friday,October,Oct,10,4
20201010,2020-10-10,"2020",Saturday,October,Oct,10,4
20201011,2020-10-11,"2020",Sunday,October,Oct,10,4
20201012,2020-10-12,"2020",Monday,October,Oct,10,4
20201013,2020-10-13,"2020",Tuesday,October,Oct,10,4
20201014,2020-10-14,"2020",Wednesday,October,Oct,10,4
20201015,2020-10-15,"2020",Thursday,October,Oct,10,4
20201016,2020-10-16,"2020",Friday,October,Oct,10,4
20201017,2020-10-17,"2020",Saturday,October,Oct,10,4
20201018,2020-10-18,"2020",Sunday,October,Oct,10,4
20201019,2020-10-19,"2020",Monday,October,Oct,10,4
20201020,2020-10-20,"2020",Tuesday,October,Oct,10,4
20201021,2020-10-21,"2020",Wednesday,October,Oct,10,4
20201022,2020-10-22,"2020",Thursday,October,Oct,10,4
20201023,2020-10-23,"2020",Friday,October,Oct,10,4
20201024,2020-10-24,"2020",Saturday,October,Oct,10,4
20201025,2020-10-25,"2020",Sunday,October,Oct,10,4
20201026,2020-10-26,"2020",Monday,October,Oct,10,4
20201027,2020-10-27,"2020",Tuesday,October,Oct,10,4
20201028,2020-10-28,"2020",Wednesday,October,Oct,10,4
20201029,2020-10-29,"2020",Thursday,October,Oct,10,4
20201030,2020-10-30,"2020",Friday,October,Oct,10,4
20201031,2020-10-31,"2020",Saturday,October,Oct,10,4
20201101,2020-11-01,"2020",Sunday,November,Nov,11,4
20201102,2020-11-02,"2020",Monday,November,Nov,11,4
20201103,2020-11-03,"2020",Tuesday,November,Nov,11,4
20201104,2020-11-04,"2020",Wednesday,November,Nov,11,4
20201105,2020-11-05,"2020",Thursday,November,Nov,11,4
20201106,2020-11-06,"2020",Friday,November,Nov,11,4
20201107,2020-11-07,"2020",Saturday,November,Nov,11,4
20201108,2020-11-08,"2020",Sunday,November,Nov,11,4
20201109,2020-11-09,"2020",Monday,November,Nov,11,4
20201110,2020-11-10,"2020",Tuesday,November,Nov,11,4
20201111,2020-11-11,"2020",Wednesday,November,Nov,11,4
20201112,2020-11-12,"2020",Thursday,November,Nov,11,4
20201113,2020-11-13,"2020",Friday,November,Nov,11,4
20201114,2020-11-14,"2020",Saturday,November,Nov,11,4
20201115,2020-11-15,"2020",Sunday,November,Nov,11,4
20201116,2020-11-16,"2020",Monday,November,Nov,11,4
20201117,2020-11-17,"2020",Tuesday,November,Nov,11,4
20201118,2020-11-18,"2020",Wednesday,November,Nov,11,4
20201119,2020-11-19,"2020",Thursday,November,Nov,11,4
20201120,2020-11-20,"2020",Friday,November,Nov,11,4
20201121,2020-11-21,"2020",Saturday,November,Nov,11,4
20201122,2020-11-22,"2020",Sunday,November,Nov,11,4
20201123,2020-11-23,"2020",Monday,November,Nov,11,4
20201124,2020-11-24,"2020",Tuesday,November,Nov,11,4
20201125,2020-11-25,"2020",Wednesday,November,Nov,11,4
20201126,2020-11-26,"2020",Thursday,November,Nov,11,4
20201127,2020-11-27,"2020",Friday,November,Nov,11,4
20201128,2020-11-28,"2020",Saturday,November,Nov,11,4
20201129,2020-11-29,"2020",Sunday,November,Nov,11,4
20201130,2020-11-30,"2020",Monday,November,Nov,11,4
20201201,2020-12-01,"2020",Tuesday,December,Dec,12,4
20201202,2020-12-02,"2020",Wednesday,December,Dec,12,4
20201203,2020-12-03,"2020",Thursday,December,Dec,12,4
20201204,2020-12-04,"2020",Friday,December,Dec,12,4
20201205,2020-12-05,"2020",Saturday,December,Dec,12,4
20201206,2020-12-06,"2020",Sunday,December,Dec,12,4
20201207,2020-12-07,"2020",Monday,December,Dec,12,4
20201208,2020-12-08,"2020",Tuesday,December,Dec,12,4
20201209,2020-12-09,"2020",Wednesday,December,Dec,12,4
20201210,2020-12-10,"2020",Thursday,December,Dec,12,4
20201211,2020-12-11,"2020",Friday,December,Dec,12,4
20201212,2020-12-12,"2020",Saturday,December,Dec,12,4
20201213,2020-12-13,"2020",Sunday,December,Dec,12,4
20201214,2020-12-14,"2020",Monday,December,Dec,12,4
20201215,2020-12-15,"2020",Tuesday,December,Dec,12,4
20201216,2020-12-16,"2020",Wednesday,December,Dec,12,4
20201217,2020-12-17,"2020",Thursday,December,Dec,12,4
20201218,2020-12-18,"2020",Friday,December,Dec,12,4
20201219,2020-12-19,"2020",Saturday,December,Dec,12,4
20201220,2020-12-20,"2020",Sunday,December,Dec,12,4
20201221,2020-12-21,"2020",Monday,December,Dec,12,4
20201222,2020-12-22,"2020",Tuesday,December,Dec,12,4
20201223,2020-12-23,"2020",Wednesday,December,Dec,12,4
20201224,2020-12-24,"2020",Thursday,December,Dec,12,4
20201225,2020-12-25,"2020",Friday,December,Dec,12,4
20201226,2020-12-26,"2020",Saturday,December,Dec,12,4
20201227,2020-12-27,"2020",Sunday,December,Dec,12,4
20201228,2020-12-28,"2020",Monday,December,Dec,12,4
20201229,2020-12-29,"2020",Tuesday,December,Dec,12,4
20201230,2020-12-30,"2020",Wednesday,December,Dec,12,4
